Species,AreaSqKM,Shape_Length,Shape_Area,LENGTHKM,FCODE,StreamOrde,Pathlength,ArbolateSu,TotDASqKM,Q0001E,V0001E,Qincr0001E,TEMP0001,PPT0001,PET0001,QLOSS0001,Q0001E_min,Q0001E_max,TempVC,TempVMA,Temp_min,Temp_max,PrecipVC,PrecipVMA,Precip_min,Precip_max,RunOffVMA,RunOff_min,RunOff_max,NLCD11P,NLCD21P,NLCD22P,NLCD23P,NLCD24P,NLCD31P,NLCD41P,NLCD42P,NLCD43P,NLCD52P,NLCD71P,NLCD81P,NLCD82P,NLCD90P,NLCD95P,NLCD1,NLCD2,NLCD3,NLCD4,NLCD5,NLCD7,NLCD8,NLCD9,NLCD11PC,NLCD21PC,NLCD22PC,NLCD23PC,NLCD24PC,NLCD31PC,NLCD41PC,NLCD42PC,NLCD43PC,NLCD52PC,NLCD71PC,NLCD81PC,NLCD82PC,NLCD90PC,NLCD95PC,NLCD1_1,NLCD2_1,NLCD3_1,NLCD4_1,NLCD5_1,NLCD7_1,NLCD8_1,NLCD9_1,slope_MEAN,road_density_MEAN,FLNLCD_11,FLNLCD_21,FLNLCD_22,FLNLCD_23,FLNLCD_24,FLNLCD_31,FLNLCD_41,FLNLCD_42,FLNLCD_43,FLNLCD_52,FLNLCD_71,FLNLCD_81,FLNLCD_82,FLNLCD_90,FLNLCD_95,Other,Forest,Wetland,pctForest,pctWetland,ShadedSegments,ShadedLength,LongestSegment,MeanShadeLength,cold,cool,warm,TotLength,Crossings,PctCanopy,PctImpervious
0,0.387,3660.0001042375698,387000.00728935126,0.695,46006,3,412.454,55.464,49.2129,20.618,0.98585,0.17598,16.25418,1204.08719,859.84916,0.0,8.78,42.335,1629.432409,1626.170043,545.549011,2649.199951,120931.659918,120409.0,7947.439941,12286.599609,340.941986,4.0,70.085998,0.0,0.0,0.0,0.0,0.0,0.0,50.465116,8.372093,1.627907,0.0,6.511628,33.023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016,0.0252,0.1278,0.0,1.737349,4.78594,1.72089,0.126186,0.018288,0.010973,31.835555,16.983962,3.399718,1.998866,4.191584,32.309211,0.705912,0.175564,0.0,0.855,3.2733,3.2733,2.3553,18.1872,2.0628,16.2477,0.0864,2.6958049024953397,1.2387989180032597,0.0,0.0,0.0,0.0,0.0,0.0,24300.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,18000.0,35100.0,0.0,66.10169491525424,0.0,2,681.5662300566685,494.36249065888256,340.78311502833424,0.0,0.0,0.0,0.0,0,58.42790697674418,0.0
0,0.9828,6479.999979643651,982799.9849893665,1.24,46006,5,413.391,298.584,378.2655,149.612,0.76393,0.33665,15.99947,1209.55059,849.02353,0.0,68.558,309.234,1586.384536,1599.599975,523.043029,2635.050048,121482.492066,120955.0,8146.060058,12021.90039,358.595001,5.0,72.533897,1.190476,0.641026,0.274725,0.0,0.0,0.0,27.197802,50.915751,2.289377,0.0,3.479853,4.395604,0.0,9.615385,0.0,0.0117,0.009,0.009,0.0063,0.2925,0.0342,0.0432,0.0945,0.361889,15.787958,9.516649,2.679309,0.450636,0.524632,37.585505,8.014371,1.553671,0.775408,3.069749,18.239332,0.556038,0.877717,0.007138,1.3689,107.5581,107.5581,59.7204,184.0482,11.6118,71.0964,3.3471,2.563519821062193,3.1218718857992265,0.0,0.0,0.0,0.0,0.0,0.0,15300.0,0.0,900.0,0.0,0.0,0.0,0.0,29700.0,0.0,11700.0,135900.0,92700.0,56.55430711610487,38.57677902621723,10,407.4039244359518,233.9752522925741,40.740392443595184,0.0,0.0,0.0,0.0,0,84.71703296703296,0.12087912087912088
0,0.0891,1860.000071013513,89100.0086898724,0.466,46006,4,407.213,134.68,113.1579,47.885,0.95802,0.03617,16.04334,1208.4407,850.83081,0.0,23.897,96.843,1604.516055,1604.099975,528.101013,2638.0,121413.704735,120844.0,8092.089843,12014.90039,356.798004,5.0,72.899002,0.0,0.0,0.0,0.0,0.0,0.0,70.707071,13.131313,0.0,1.010101,0.0,10.10101,0.0,5.050505,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.009,0.0045,0.353135,5.180902,0.803302,0.130437,0.050107,0.007158,47.046472,15.548274,2.048819,1.029977,4.491335,20.640892,1.39027,1.266991,0.01193,0.3996,6.9759,6.9759,5.8626,56.4642,5.0823,24.93,1.4472,1.5627839249944446,0.700602650642395,0.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,47700.0,4500.0,85.48387096774194,8.064516129032258,1,465.6530467356716,465.6530467356716,465.6530467356716,0.0,0.0,0.0,0.0,0,84.18181818181819,0.0
0,0.3564,3599.9997664561297,356399.99725791323,0.708,46006,3,389.97,28.991,29.7369,12.409,0.96427,0.15982,16.28009,1189.1634,860.66451,0.0,5.525,25.767,1631.781202,1627.569946,551.575988,2651.70996,120012.00796,118917.0,7762.009765,12214.40039,325.282989,4.0,69.0,0.0,19.444444,0.0,0.0,0.0,0.0,21.212121,45.20202,0.757576,0.0,3.535354,8.333333,1.262626,0.252525,0.0,0.0,0.0693,0.0693,0.0693,0.0783,0.0126,0.0342,0.0009,0.266336,3.087074,0.441875,0.0,0.0,0.0,30.931267,37.980085,3.852789,2.581641,6.152962,14.061318,0.305681,0.338973,0.0,0.0792,1.0494,1.0494,0.918,10.4751,1.8297,4.2723,0.1008,2.22646063186153,2.000075954680491,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,12600.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,15300.0,122400.0,900.0,88.31168831168831,0.6493506493506493,1,707.6015551068348,707.6015551068348,707.6015551068348,0.0,0.0,0.0,0.0,0,69.67929292929293,1.446969696969697
0,0.0351,1320.0000310357268,35100.0111959806,0.129,46006,4,431.137,157.747,202.3515,80.155,1.29847,-0.02076,15.97554,1213.099,847.48738,0.0,34.248,169.436,1583.255247,1598.0,521.0,2628.129882,121727.710743,121309.0,8092.259765,12063.700195,365.0,5.0,73.0,0.0,20.512821,12.820513,15.384615,0.0,7.692308,33.333333,0.0,0.0,0.0,0.0,10.25641,0.0,0.0,0.0,0.0,0.0171,0.0171,0.0072,0.0162,0.0,0.0036,0.0,0.350479,13.95023,8.108613,1.952098,0.40741,0.330465,37.23664,6.897058,1.315631,0.849957,2.92748,23.845931,0.951364,0.865524,0.011119,0.7092,49.4109,49.4109,28.2285,94.419,5.9238,50.1777,1.7739,1.090994180777134,10.802147302872095,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,9900.0,0.0,84.61538461538461,0.0,1,129.30972171307843,129.30972171307843,129.30972171307843,0.0,0.0,100.0,7617.53859,0,38.205128205128204,16.025641025641026
0,0.1287,2279.999935431739,128700.00455285108,0.399,46006,3,426.041,50.847,49.7088,21.792,1.06373,0.07527,16.03718,1213.79161,850.8898,0.0,11.551,43.98,1607.956171,1603.760009,521.755004,2636.669921,121772.574667,121380.0,7992.25,12022.90039,359.944,5.0,73.0,0.0,0.0,0.0,0.0,0.0,3.496503,62.237762,4.895105,0.0,0.0,29.370629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801,0.0378,0.0,0.0,2.462341,4.160632,0.305982,0.039832,0.036211,0.041643,38.155417,12.590527,2.431561,1.008473,4.02122,32.48117,2.210675,0.054316,0.0,1.224,2.2581,2.2581,2.0682,20.3274,1.9989,17.2449,0.027,1.2210955513524009,4.539746734645817,0.0,0.0,0.0,0.0,0.0,900.0,10800.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,30600.0,54000.0,0.0,63.829787234042556,0.0,4,345.20652929567194,187.55491260925777,86.30163232391799,0.0,0.0,100.0,2895.57176,0,41.51048951048951,0.0
0,0.0612,1320.0001310335276,61199.99455908545,0.249,46006,4,416.562,86.608,74.8422,32.41,0.62465,0.04065,16.02833,1211.03938,849.88362,0.0,17.448,65.233,1603.405353,1602.380004,526.265014,2634.179931,121624.076505,121106.0,8061.060058,12027.599609,359.852996,5.0,73.0,0.0,20.588235,0.0,0.0,0.0,0.0,51.470588,8.823529,0.0,0.0,11.764706,7.352941,0.0,0.0,0.0,0.0,0.0126,0.0126,0.0126,0.0315,0.0072,0.0045,0.0,0.155126,5.483537,0.372784,0.113038,0.064937,0.010823,49.772722,12.402896,2.057529,0.735948,2.770629,23.402439,1.869934,0.781645,0.006013,0.1161,4.5162,4.5162,4.104,39.0699,2.0736,18.9144,0.5895,2.54959638504421,4.489121198654175,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,20700.0,0.0,74.19354838709677,0.0,1,248.6018298105866,248.6018298105866,248.6018298105866,0.0,0.0,100.0,930.07008,0,73.05882352941177,2.9558823529411766
0,0.2169,3239.999939816239,216900.00160943222,0.435,46006,4,414.453,49.881,43.5087,18.806,0.936,0.13925,16.15208,1209.50549,855.75556,0.0,9.464,38.244,1618.198146,1615.0,534.356994,2644.360107,121392.883789,120949.0,7974.069824,12131.40039,352.0,5.0,72.0,0.0,2.074689,0.0,0.0,0.0,0.0,12.033195,38.589212,2.904564,0.0,3.73444,40.6639,0.0,0.0,0.0,0.0,0.0045,0.0045,0.0045,0.0324,0.0081,0.0882,0.0,0.864655,4.976936,0.390956,0.041371,0.0,0.053782,41.129016,22.718905,1.803777,1.044619,4.507374,22.013528,0.155141,0.29994,0.0,0.3762,2.3535,2.3535,2.1654,18.8496,1.9611,9.6453,0.1305,1.4672614128263164,4.238898249582631,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,0.0,0.0,0.0,2700.0,3600.0,0.0,0.0,0.0,50400.0,17100.0,0.0,25.333333333333336,0.0,11,290.2184268368944,94.73739208534577,26.383493348808585,0.0,0.0,0.0,0.0,0,59.97095435684647,0.11618257261410789
0,1.4832,7679.999535115935,1483199.9880675753,1.508,46006,4,429.629,164.204,209.2941,82.925,1.07294,0.53113,15.97658,1213.06691,847.5433,0.0,35.827,174.996,1583.685598,1597.910034,520.463012,2628.629882,121713.68177,121306.0,8095.859863,12062.90039,365.082,5.0,73.0,0.0,22.633495,7.76699,2.063107,0.0,3.337379,44.478155,1.820388,2.427184,0.0,2.730583,12.378641,0.0,0.364078,0.0,0.0,0.4815,0.4815,0.3357,0.8109,0.0405,0.1836,0.0054,0.344874,14.203458,8.307496,2.010759,0.397766,0.343584,37.184421,6.820068,1.324022,0.824342,2.877243,23.592017,0.919806,0.839393,0.01075,0.7218,52.155,52.155,29.727,97.983,6.0219,51.3018,1.7793,2.461018065940046,11.065535433084062,0.0,0.0,900.0,0.0,0.0,0.0,52200.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,99000.0,2700.0,93.22033898305084,2.5423728813559325,2,1488.6305221762987,1379.4782886562484,744.3152610881493,0.0,0.0,100.0,21082.383819999995,1,53.18264563106796,5.408980582524272
0,0.4428,4139.999906441363,442799.9740517364,0.374,46006,4,411.899,110.746,95.0715,40.626,1.0527,0.18567,16.05253,1209.41189,851.26236,0.0,21.663,81.99,1604.151842,1605.130004,529.12799,2638.370117,121504.792635,120942.0,8075.609863,12021.5,358.0,5.0,73.0,0.0,14.837398,18.292683,0.0,0.0,0.0,26.626016,10.365854,0.0,0.0,0.0,29.878049,0.0,0.0,0.0,0.0,0.1467,0.1467,0.0657,0.1989,0.0,0.1323,0.0,0.135372,5.038103,0.533914,0.088986,0.051119,0.00852,49.497799,14.436503,1.882899,0.944763,3.646519,20.896483,1.47205,1.352771,0.0142,0.1287,5.4306,5.4306,4.7898,49.356,3.4668,21.2661,1.2996,1.8578905983547853,5.73934677848971,0.0,900.0,1800.0,900.0,0.0,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,46800.0,0.0,72.22222222222221,0.0,1,261.26083888242977,261.26083888242977,261.26083888242977,0.0,0.0,0.0,0.0,0,47.29471544715447,6.443089430894309
0,4.7034,13139.999472592888,4703400.000273715,3.82,46006,2,396.39,6.673,7.4115,2.821,0.82556,1.78009,16.32442,1203.84489,863.06093,0.0,0.427,6.975,1631.944474,1632.640014,547.140014,2652.5,120505.384699,120384.0,8033.0,12523.40039,337.977996,4.026219,70.0,0.459242,2.831994,0.210486,0.0,0.0,0.0,49.311137,25.449675,3.597398,2.698048,2.985075,11.997704,0.0,0.459242,0.0,0.0216,0.1431,0.1431,0.1332,2.4984,0.1404,0.5643,0.0216,0.935033,3.254402,0.255009,0.0,0.0,0.0,45.270188,21.044323,3.533698,1.712204,2.222222,21.250759,0.0,0.522161,0.0,0.0693,0.2601,0.2601,0.2412,3.636,0.1647,1.575,0.0387,1.9334460018082193,3.609861800212583,0.0,2700.0,0.0,0.0,0.0,0.0,115200.0,17100.0,1800.0,0.0,0.0,0.0,0.0,6300.0,0.0,8100.0,391500.0,16200.0,94.15584415584416,3.896103896103896,6,3533.553459163648,2418.620338771747,588.9255765272746,0.0,0.0,0.0,0.0,0,77.75660160734787,0.2818599311136625
0,1.5786,7980.000124004905,1578600.0091903657,0.958,46006,2,429.489,15.824,18.2403,8.477,0.84122,0.69703,16.02968,1217.18291,850.38388,0.0,4.174,16.882,1602.221494,1602.98999,521.853027,2633.669921,122072.301722,121719.0,7977.419921,12027.0,363.657012,5.0,73.0,0.0,4.446978,0.627138,0.0,0.0,0.0,58.095781,8.893957,6.04333,0.4561,1.881414,19.327252,0.22805,0.0,0.0,0.0,0.0801,0.0801,0.0702,1.0224,0.0297,0.3087,0.0,0.0,6.483446,0.350323,0.271377,0.034539,0.029605,38.486209,5.067351,2.422658,0.661173,1.741748,38.718113,5.693985,0.039473,0.0,0.0,1.3023,1.3023,1.1826,7.5258,0.3177,8.1009,0.0072,1.7011536498009274,4.66935645093124,0.0,0.0,0.0,0.0,0.0,0.0,33300.0,0.0,0.0,0.0,900.0,1800.0,0.0,0.0,0.0,11700.0,139500.0,0.0,92.26190476190477,0.0,2,892.8516043469225,642.2949534616541,446.42580217346125,0.0,0.0,100.0,12417.698369999998,1,75.0769669327252,0.556442417331813
